stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code
13130,013130,"Browns Plains station, stop 3B",, -27.661118, 153.041536,5/6,http://translink.com.au/stop/013130/gtfs/,0,place_broplp,3B
13131,013131,"Collins Rd near Hawkes Ave",, -27.382467, 152.961033,4,http://translink.com.au/stop/013131/gtfs/,0,,
13133,013133,"Greenbank RSL",, -27.669031, 153.030979,6,http://translink.com.au/stop/013133/gtfs/,0,place_grersl,
13134,013134,"Greenbank RSL Stop B",, -27.669038, 153.031031,6,http://translink.com.au/stop/013134/gtfs/,0,place_grersl,B
13135,013135,"Greenbank RSL Stop A",, -27.669094, 153.031432,6,http://translink.com.au/stop/013135/gtfs/,0,place_grersl,A
1314,001314,"Manly Rd at Moreton Bay Boys Stop 63",, -27.470882, 153.171573,4,http://translink.com.au/stop/001314/gtfs/,0,,
1315,001315,"Manly Rd at Silky Oaks",, -27.468424, 153.172938,4,http://translink.com.au/stop/001315/gtfs/,0,,
1316,001316,"Manly Rd at Mayfair Village Stop 53a",, -27.475445, 153.155991,4,http://translink.com.au/stop/001316/gtfs/,0,,
1317,001317,"Manly Rd at Silky Oaks",, -27.467543, 153.172931,4,http://translink.com.au/stop/001317/gtfs/,0,,
13175,013175,"Browns Plains station",, -27.661227, 153.042134,5/6,http://translink.com.au/stop/013175/gtfs/,0,place_broplp,
132,000132,"Wickham Terrace Stop 132 at Gazebo",, -27.464585, 153.021068,1,http://translink.com.au/stop/000132/gtfs/,0,,
1321,001321,"Grieve Rd near Pillinger Rd",, -27.558591, 153.134086,4,http://translink.com.au/stop/001321/gtfs/,0,,
1324,001324,"Rembrandt Way at Gainsborough Park",, -27.542168, 153.125984,4,http://translink.com.au/stop/001324/gtfs/,0,,
1326,001326,"Grieve Rd near Pillinger Rd",, -27.558681, 153.134400,4,http://translink.com.au/stop/001326/gtfs/,0,,
1327,001327,"Grieve Rd near Pillinger Rd",, -27.564555, 153.137679,4,http://translink.com.au/stop/001327/gtfs/,0,,
1328,001328,"Montague Rd at Raven Street, stop 12",, -27.486081, 153.001428,2,http://translink.com.au/stop/001328/gtfs/,0,,
1329,001329,"Montague Rd at Raven Street, stop 12",, -27.485602, 153.001893,2,http://translink.com.au/stop/001329/gtfs/,0,,
133,000133,"Wickham Terrace Stop 133 at Brisbane Private Hosp",, -27.465352, 153.022451,1,,0,,
1330,001330,"Montague Rd at Kurilpa Street, stop 11",, -27.483880, 153.002797,2,http://translink.com.au/stop/001330/gtfs/,0,,
1331,001331,"Montague Rd at Kurilpa Street, stop 11",, -27.483962, 153.002910,2,http://translink.com.au/stop/001331/gtfs/,0,,
1332,001332,"Latrobe Tce at Gilday Street, stop 12",, -27.459346, 152.992833,2,http://translink.com.au/stop/001332/gtfs/,0,,
1333,001333,"Latrobe Tce at Perrott Avenue, stop 13",, -27.459696, 152.990668,2,http://translink.com.au/stop/001333/gtfs/,0,,
1334,001334,"Latrobe Tce at Perrott Avenue, stop 13",, -27.459658, 152.990979,2,http://translink.com.au/stop/001334/gtfs/,0,,
1336,001336,"Latrobe Tce at Gilday Street, stop 12",, -27.459042, 152.993397,2,http://translink.com.au/stop/001336/gtfs/,0,,
1337,001337,"Latrobe Tce at Trammies Corner, stop 11",, -27.458323, 152.995067,2,http://translink.com.au/stop/001337/gtfs/,0,,
1338,001338,"Latrobe Tce at Paddington Central, stop 10",, -27.459135, 152.998149,2,http://translink.com.au/stop/001338/gtfs/,0,,
1339,001339,"Grieve Rd near Pillinger Rd",, -27.564320, 153.137699,4,http://translink.com.au/stop/001339/gtfs/,0,,
134,000134,"Wickham Terrace Stop 134 at Watkins Place",, -27.465598, 153.023330,1,http://translink.com.au/stop/000134/gtfs/,0,,
1340,001340,"Grieve Rd near Ford Rd",, -27.571005, 153.133280,4,http://translink.com.au/stop/001340/gtfs/,0,,
1341,001341,"Latrobe Tce at Trammies Corner, stop 11",, -27.458437, 152.994950,2,http://translink.com.au/stop/001341/gtfs/,0,,
1342,001342,"Baroona Rd at Rosalie Shops, stop 9",, -27.466264, 152.997734,2,http://translink.com.au/stop/001342/gtfs/,0,,
1343,001343,"Baroona Rd at Rosalie Shops, stop 9",, -27.466129, 152.997791,2,http://translink.com.au/stop/001343/gtfs/,0,,
1344,001344,"Elizabeth St at Murruba St, stop 11",, -27.464613, 152.993377,2,http://translink.com.au/stop/001344/gtfs/,0,,
1345,001345,"Elizabeth St at Murruba St, stop 11",, -27.464741, 152.993379,2,http://translink.com.au/stop/001345/gtfs/,0,,
1346,001346,"Elizabeth St at Rosalie, stop 10a",, -27.465041, 152.995373,2,http://translink.com.au/stop/001346/gtfs/,0,,
1347,001347,"Elizabeth St at Nash Street, stop 10",, -27.465084, 152.996515,2,http://translink.com.au/stop/001347/gtfs/,0,,
1348,001348,"Nash St near Elizabeth St, stop 10",, -27.465367, 152.996814,2,http://translink.com.au/stop/001348/gtfs/,0,,
1349,001349,"Grieve Rd near Ford Rd",, -27.571123, 153.133331,4,http://translink.com.au/stop/001349/gtfs/,0,,
135,000135,"Upper Edward Street Stop 135 near Wickham Tce",, -27.464390, 153.024786,1,http://translink.com.au/stop/000135/gtfs/,0,,
1350,001350,"Rainworth Rd at Norm Buchan Park East, stop 12",, -27.465580, 152.991559,2,http://translink.com.au/stop/001350/gtfs/,0,,
1351,001351,"Rainworth Rd at Norm Buchan Park West, stop 14",, -27.467206, 152.988427,2,http://translink.com.au/stop/001351/gtfs/,0,,
1352,001352,"Rainworth Rd at Norm Buchan Park West, stop 14",, -27.467427, 152.988384,2,http://translink.com.au/stop/001352/gtfs/,0,,
1353,001353,"Rainworth Rd at Norm Buchan Park Central, stop 13",, -27.466522, 152.989621,2,http://translink.com.au/stop/001353/gtfs/,0,,
1354,001354,"MacGregor Tce near Tooth Ave, stop 14",, -27.458992, 152.988274,2,http://translink.com.au/stop/001354/gtfs/,0,,
1356,001356,"MacGregor St at Tooth Ave, stop 14",, -27.458537, 152.988136,2,http://translink.com.au/stop/001356/gtfs/,0,,
1357,001357,"MacGregor Tce at Bardon, stop 15",, -27.458036, 152.986977,2,http://translink.com.au/stop/001357/gtfs/,0,,
1358,001358,"MacGregor Tce at Bardon",, -27.458137, 152.986979,2,http://translink.com.au/stop/001358/gtfs/,0,,
1360,001360,"Simpsons Rd at Bardon, stop 16a",, -27.458414, 152.985290,2,http://translink.com.au/stop/001360/gtfs/,0,,
1361,001361,"Simpsons Rd at Bardon, stop 16",, -27.458506, 152.985054,2,http://translink.com.au/stop/001361/gtfs/,0,,
1362,001362,"Simpsons Rd at Greer Street, stop 16",, -27.459221, 152.984458,2,http://translink.com.au/stop/001362/gtfs/,0,,
